time,Ep_eff,Nloop_1,Nloop_10,Nloop_11,Nloop_12,Nloop_13,Nloop_14,Nloop_15,Nloop_16,Nloop_17,Nloop_18,Nloop_19,Nloop_2,Nloop_20,Nloop_21,Nloop_22,Nloop_23,Nloop_24,Nloop_3,Nloop_4,Nloop_5,Nloop_6,Nloop_7,Nloop_8,Nloop_9,cslipr_1,cslipr_10,cslipr_11,cslipr_12,cslipr_13,cslipr_14,cslipr_15,cslipr_16,cslipr_17,cslipr_18,cslipr_19,cslipr_2,cslipr_20,cslipr_21,cslipr_22,cslipr_23,cslipr_24,cslipr_3,cslipr_4,cslipr_5,cslipr_6,cslipr_7,cslipr_8,cslipr_9,cstrainfrac1,cstrainfrac2,dloop_1,dloop_10,dloop_11,dloop_12,dloop_13,dloop_14,dloop_15,dloop_16,dloop_17,dloop_18,dloop_19,dloop_2,dloop_20,dloop_21,dloop_22,dloop_23,dloop_24,dloop_3,dloop_4,dloop_5,dloop_6,dloop_7,dloop_8,dloop_9,eeq,gslipr_1,gslipr_10,gslipr_11,gslipr_12,gslipr_13,gslipr_14,gslipr_15,gslipr_16,gslipr_17,gslipr_18,gslipr_19,gslipr_2,gslipr_20,gslipr_21,gslipr_22,gslipr_23,gslipr_24,gslipr_3,gslipr_4,gslipr_5,gslipr_6,gslipr_7,gslipr_8,gslipr_9,rho_i,rho_m,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.91914656322,1.3798639512317e-08,208333388964.92,208333415605.01,208333415608.88,208333415610.68,208333388970.51,208333388969.83,208333388970.38,208333385999.58,208333385990.67,208333386000.5,208333397250.95,208333388970.63,208333397252.44,208333397186.7,208333415611.63,208333415612.22,208333415611.55,208333388969.51,208333385997.26,208333385986.83,208333385996.68,208333397251.18,208333397227.23,208333397141.94,1.0837413259757e-11,1.6020044038121e-11,1.6020044038144e-11,1.6020044038238e-11,1.083741325975e-11,1.0837413259757e-11,1.0837413259755e-11,1.0262925160843e-11,1.0262925160807e-11,1.0262925160829e-11,1.2449388889749e-11,1.0837413259749e-11,1.2449388889841e-11,1.2449388889362e-11,1.602004403819e-11,1.602004403819e-11,1.6020044038184e-11,1.0837413259754e-11,1.0262925160863e-11,1.0262925160805e-11,1.0262925160806e-11,1.2449388889842e-11,1.2449388887527e-11,1.2449388889435e-11,0.99948621805945,0.99698481684819,6.5001083189787e-06,6.5039527796152e-06,6.5039527796097e-06,6.5039527796052e-06,6.5001083189676e-06,6.5001083189691e-06,6.5001083189678e-06,6.5013420449263e-06,6.5013420449409e-06,6.5013420449245e-06,6.5020365927992e-06,6.5001083189674e-06,6.5020365927971e-06,6.5020365928488e-06,6.5039527796041e-06,6.5039527796031e-06,6.5039527796044e-06,6.5001083189692e-06,6.5013420449307e-06,6.5013420449482e-06,6.5013420449326e-06,6.5020365927996e-06,6.5020365928365e-06,6.502036592902e-06,0.00085008887633735,7.8058830006374e-15,9.1220143840194e-15,1.1818817801266e-14,5.7423956270667e-15,-2.1872838584693e-16,1.3856641340074e-15,2.3625266727319e-16,1.9236003496272e-15,-9.07523877657e-15,1.5230558887604e-15,-2.8866853329592e-15,-2.9148643931907e-16,1.0282079376471e-15,-6.7357375671278e-13,2.6655790915903e-16,-5.8082896049469e-17,-2.2666520141092e-15,-7.2854150233748e-15,7.7380189758948e-16,4.9897566771704e-15,-2.5287707176067e-15,-2.8000190841315e-15,-4.2645689746986e-14,-8.3764246547792e-13,15999997.04837,3999998.8685145,-0.00041470482810407,0.00087672137150152,0.00025182610803326,-0.0019315776930485,216.94625345274,108.49055934625,197.80165701347
445.62546906687,1.5168467796283e-07,208333584559.1,208333705887.64,208333718564.42,208333724831.01,208333599708.92,208333597778.71,208333599467.47,208333581219.44,208333551003.73,208333583671.17,208333634500.93,208333599967.5,208333638828.49,208333501484.96,208333726021.92,208333727494.76,208333725936.06,208333597602.74,208333574778.94,208333541514.28,208333572284.67,208333635113.9,208333550949.77,208333371360.43,1.2936406521399e-11,1.9129417735234e-11,1.9129423285523e-11,1.9129415321827e-11,1.2936405468462e-11,1.2936406126932e-11,1.2936405680791e-11,1.2242594343861e-11,1.2242598056374e-11,1.2242595510228e-11,1.4865724988898e-11,1.2936405778049e-11,1.4865721343702e-11,1.486574386656e-11,1.91294134237e-11,1.9129413056924e-11,1.9129414782411e-11,1.2936405534202e-11,1.2242594362515e-11,1.224259928611e-11,1.2242599072812e-11,1.4865721278569e-11,1.4865814162059e-11,1.4865746979267e-11,0.94843530375035,0.82763089651388,1.0394411808881e-05,1.0405198243615e-05,1.0405196995751e-05,1.0405196377534e-05,1.0394410319635e-05,1.0394410509446e-05,1.0394410343477e-05,1.0397886126326e-05,1.0397889106834e-05,1.0397885885602e-05,1.0399822887152e-05,1.0394410294328e-05,1.0399822458238e-05,1.0399836366874e-05,1.0405196260084e-05,1.0405196114939e-05,1.0405196268543e-05,1.0394410526621e-05,1.0397886760373e-05,1.0397890032093e-05,1.0397887006394e-05,1.0399822822451e-05,1.039983118201e-05,1.0399849338053e-05,0.00090444118924435,-2.6198777625709e-12,1.2846255979517e-11,5.5366623549483e-12,-1.464920563907e-13,-1.6893058448154e-13,1.2342965417068e-12,-1.7168568613474e-14,9.0091436545885e-13,6.439818312281e-12,-1.0825081091608e-12,2.2489784237283e-12,5.6959197805661e-14,4.0476519533942e-13,-5.6551656805325e-11,-7.2518931409027e-13,8.5676383657369e-14,-9.9913570121585e-13,-1.3419439366126e-12,-3.142877380412e-13,1.4096792764289e-11,2.6888266303559e-12,-2.7795352113536e-12,3.3670377723561e-11,-1.2164743209935e-10,16000015.281677,3999999.9806399,-0.00044142812769418,0.00093260902064249,0.00026808698119762,-0.002171232755658,230.92512849241,115.48223533491,210.53780831476
1409.1914656322,5.2734139613099e-07,208333938943.06,208334233961.18,208334285112.19,208334310791.81,208334001010.44,208333993095.81,208334000019.84,208333947889.3,208333825558.66,208333957934.93,208334080888.17,208334002073.13,208334098360.39,208333601611.03,208334315711.59,208334321718.68,208334315317.86,208333992366.2,208333921718.33,208333786852.56,208333911324.68,208334083048.89,208333746314.89,208333100588.6,1.2935822620572e-11,1.9126962863865e-11,1.9126983615601e-11,1.9126953998588e-11,1.2935818699378e-11,1.293582115761e-11,1.2935819491422e-11,1.224242853255e-11,1.2242442313211e-11,1.2242432828805e-11,1.4865933836899e-11,1.293581985519e-11,1.4865920658251e-11,1.4866003059012e-11,1.9126946968729e-11,1.9126945608863e-11,1.9126952027547e-11,1.2935818943667e-11,1.2242428594563e-11,1.2242446816288e-11,1.2242446069466e-11,1.4865920416468e-11,1.4866256738413e-11,1.4866014899718e-11,0.95973788194073,0.85731988627427,1.7797709332806e-05,1.7819448035913e-05,1.7819435740322e-05,1.7819429592258e-05,1.7797694520561e-05,1.7797696409645e-05,1.7797694757498e-05,1.780471447149e-05,1.7804743821529e-05,1.7804712076875e-05,1.7808610684437e-05,1.7797694268423e-05,1.78086064802e-05,1.7808732583531e-05,1.7819428422365e-05,1.7819426984072e-05,1.7819428512297e-05,1.7797696580452e-05,1.7804720738872e-05,1.7804753077018e-05,1.7804723216694e-05,1.7808610121951e-05,1.7808691625112e-05,1.7808855619452e-05,0.00090480984371366,-1.7615451984278e-12,8.5077401425587e-12,3.727784086046e-12,-9.3596125603158e-14,-1.1442407896895e-13,8.3175068403692e-13,-1.2363093280932e-14,5.9976841715604e-13,4.2026199885166e-12,-7.2172218067981e-13,1.4595155839028e-12,3.8544644535831e-14,2.5663084570718e-13,-2.9088263622242e-11,-4.805747762341e-13,5.7073246282001e-14,-6.7365503946153e-13,-9.0672523010735e-13,-2.2323426844689e-13,9.2537491952478e-12,1.7963164676356e-12,-1.8674965617587e-12,2.1566033251851e-11,-6.8259563212024e-11,16000041.857026,3999996.8379016,-0.00044155535064982,0.00093303253978174,0.00026813235706085,-0.0021738439669205,230.92511028551,115.48223627023,210.5343569904
4456.2546906687,1.4941568969878e-06,208334554681.84,208335157710.06,208335297830.36,208335370187.72,208334729686.16,208334707346.94,208334726885.46,208334605991.78,208334267495.32,208334634366.14,208334884158.29,208334732706.44,208334932361.03,208333736312.83,208335384362.32,208335401153.59,208335383016.03,208334705203.22,208334533221.97,208334159936.48,208334503056.86,208334888882.97,208333974844.15,208332437141.68,1.2933845454819e-11,1.9121467011209e-11,1.9121517772652e-11,1.9121446088921e-11,1.293383591231e-11,1.2933841915612e-11,1.2933837846913e-11,1.2241676051801e-11,1.2241709376834e-11,1.2241686267361e-11,1.4865293059609e-11,1.2933838734023e-11,1.4865262455139e-11,1.4865457421361e-11,1.9121429070813e-11,1.9121425787596e-11,1.9121441362722e-11,1.2933836509446e-11,1.2241676169523e-11,1.2241719972964e-11,1.2241718356022e-11,1.4865261869031e-11,1.4866044225217e-11,1.4865487318956e-11,0.97416535731933,0.89893252117434,3.1265864462224e-05,3.1305940358816e-05,3.130587829274e-05,3.1305846668359e-05,3.1265788225084e-05,3.1265797955873e-05,3.1265789446392e-05,3.1278768972916e-05,3.1278918000242e-05,3.1278756637853e-05,3.1285942029562e-05,3.1265786920355e-05,3.1285920734582e-05,3.1286493790578e-05,3.1305840569247e-05,3.1305833209117e-05,3.1305841098427e-05,3.1265798856926e-05,3.1278800925362e-05,3.1278965226603e-05,3.127881391493e-05,3.1285939590565e-05,3.1286347562771e-05,3.1287087010769e-05,0.00090573481056383,-9.1517392930773e-13,4.2975403009771e-12,1.9412957079612e-12,-4.3894191082852e-14,-6.023834868075e-14,4.3365870611922e-13,-7.0552330060363e-15,3.0742969843077e-13,2.0850098367375e-12,-3.6864468630741e-13,7.1468285917814e-13,2.0326099324777e-14,1.228890093575e-13,-1.0998770249272e-11,-2.4232336147005e-13,2.9120166217665e-14,-3.5156650585536e-13,-4.7559936616196e-13,-1.2541640599344e-13,4.6103516397332e-12,9.2332957727698e-13,-9.6661631098989e-13,1.0328234649202e-11,-2.8654665512499e-11,16000014.127765,3999962.3171194,-0.00044176157016662,0.00093417114215554,0.00026828050222336,-0.0021765659784983,230.92508656059,115.48223719836,210.52254247367
14091.914656322,4.1137478818855e-06,208335657831.59,208336822102.22,208337110706.79,208337265845.18,208336033974.48,208335985902.72,208336027929.01,208335784541.05,208335074003.49,208335846086.28,208336325169.42,208336040549.06,208336426173.89,208334207573.25,208337297531.54,208337333114.77,208337293841.78,208335980932.1,208335631577.82,208334846962.12,208335563328.45,208336332438.99,208334457454.99,208331645846.63,1.2927563053886e-11,1.9108126034052e-11,1.9108221280697e-11,1.9108088465556e-11,1.2927545139678e-11,1.292755644591e-11,1.2927548785422e-11,1.2238965825708e-11,1.2239027866251e-11,1.2238984166143e-11,1.4861002735285e-11,1.292755045488e-11,1.4860948698984e-11,1.4861301277741e-11,1.9108056720391e-11,1.9108050627106e-11,1.9108079615023e-11,1.2927546280561e-11,1.2238965866919e-11,1.2239046678801e-11,1.2239044208843e-11,1.486094760324e-11,1.486233057296e-11,1.4861360178906e-11,0.98809053006708,0.94584484703038,5.5389159459593e-05,5.5460893083604e-05,5.5460664554314e-05,5.5460544684026e-05,5.5388870098974e-05,5.5388907069862e-05,5.5388874747998e-05,5.5412286178526e-05,5.5412841404329e-05,5.5412239165721e-05,5.5425073327374e-05,5.5388865102475e-05,5.5424994147022e-05,5.5426901207856e-05,5.5460520945754e-05,5.5460493272769e-05,5.5460523372767e-05,5.5388910663313e-05,5.5412405650107e-05,5.5413018169568e-05,5.5412456565642e-05,5.5425066064062e-05,5.5426558063343e-05,5.5428991166262e-05,0.00090815902682651,-3.3607847911953e-13,1.4998024231374e-12,7.0971491738875e-13,-1.3036542060179e-14,-2.2432276300243e-14,1.5909735709739e-13,-2.765594811802e-15,1.117772846637e-13,7.2684834868975e-13,-1.301014314586e-13,2.4385015310522e-13,7.7282465845932e-15,4.1629530685812e-14,-3.0417622874566e-12,-8.3672743504612e-14,1.0368315987971e-14,-1.2882999946114e-13,-1.764171599316e-13,-4.9408939739438e-14,1.5928934936264e-12,3.3303032905283e-13,-3.4756784199003e-13,3.4193388603502e-12,-8.6361791771297e-12,15999690.612698,3999799.1842487,-0.00044200147366021,0.00093735724658926,0.00026875053206925,-0.0021737428445409,230.92506930098,115.48223767508,210.48345082587
44562.546906687,1.1847646405958e-05,208337741742.04,208339958427.41,208340408454.49,208340661352.65,208338358912.7,208338279958.99,208338348958.24,208337918682.72,208336774127.46,208338022364.92,208338929857.91,208338369861.52,208339093074.31,208335813549.25,208340716562.27,208340773753.66,208340708812.46,208338270864.42,208337676084.95,208336407518.8,208337553807.96,208338940663.52,208335979108.67,208331876387.22,1.2908312739697e-11,1.907121579571e-11,1.907135468394e-11,1.9071161479044e-11,1.2908285897984e-11,1.2908302783257e-11,1.2908291351946e-11,1.2229945650119e-11,1.2230037752288e-11,1.2229970889596e-11,1.4844793632888e-11,1.2908293859721e-11,1.4844717586406e-11,1.4845226926201e-11,1.9071114430482e-11,1.9071105381535e-11,1.9071147775325e-11,1.2908287723916e-11,1.2229944960964e-11,1.2230063732505e-11,1.2230061381536e-11,1.4844715952631e-11,1.4846661794498e-11,1.4845319605034e-11,0.99671688842384,0.98239690913916,9.8381970951195e-05,9.8508054682142e-05,9.8507397928796e-05,9.850704147693e-05,9.8381107636599e-05,9.8381218050887e-05,9.8381121555493e-05,9.8423193440152e-05,9.842482000752e-05,9.842305136402e-05,9.8445355403656e-05,9.8381092560077e-05,9.8445123354263e-05,9.845023388633e-05,9.8506967864076e-05,9.8506886394109e-05,9.8506976755645e-05,9.8381229594949e-05,9.8423542277303e-05,9.8425339993432e-05,9.8423702417519e-05,9.8445337703668e-05,9.8449630116365e-05,9.8456075123555e-05,0.00091510667714264,-8.1504565426028e-14,3.2523517582427e-13,1.6485522518851e-13,-1.6598214602923e-15,-5.374707031479e-15,3.7432412409878e-14,-6.2896591274751e-16,2.7095975212132e-14,1.6860152830845e-13,-2.8206252064113e-14,5.4876093098612e-14,2.0295329572961e-15,9.5253996572985e-15,-5.751420970911e-13,-1.7361854829526e-14,2.3382999817652e-15,-2.9852906983411e-14,-4.2300413942906e-14,-1.2041520080762e-14,3.5225026158465e-13,7.7668437344845e-14,-7.7011745719988e-14,7.4175994984832e-13,-1.7383779776311e-12,15998324.24792,3999201.5217474,-0.00044216070907603,0.00094682983859038,0.00027023031349391,-0.0021511694621359,230.92508598766,115.48223602308,210.35890147196
140919.14656322,3.5888801198615e-05,208341692348.09,208345853575.73,208346403883.34,208346725817.91,208342488096.47,208342386303.12,208342475320.91,208341783717.2,208340312888.88,208341924038.99,208343626712.58,208342502377.12,208343838256.45,208339838996.1,208346802865.83,208346874523.14,208346790380.4,208342372934.49,208341485873.65,208339846344.17,208341306189.17,208343646774.09,208339890171.04,208334930145.85,1.2848418312621e-11,1.8960584482418e-11,1.8960743024744e-11,1.8960513350438e-11,1.2848384257873e-11,1.2848405057032e-11,1.2848391041306e-11,1.2201811748544e-11,1.2201926747028e-11,1.2201838752307e-11,1.4793650706623e-11,1.2848394133456e-11,1.4793560775192e-11,1.4794193117447e-11,1.8960455761274e-11,1.8960444154169e-11,1.8960494604377e-11,1.2848386986324e-11,1.2201808685863e-11,1.2201955985298e-11,1.220195666059e-11,1.479355875155e-11,1.479586942062e-11,1.479431616792e-11,0.99951343665885,0.99718121309761,0.00017488341684043,0.0001750972952347,0.00017509576346139,0.00017509490533597,0.00017488132454938,0.00017488159228231,0.00017488135830233,0.00017495764779832,0.00017496154820353,0.00017495729455887,0.00017499347929263,0.00017488128761487,0.0001749929207957,0.00017500447585758,0.00017509471775763,0.00017509452369087,0.00017509474375763,0.0001748816229234,0.00017495846925834,0.00017496279411001,0.00017495888870122,0.00017499343482426,0.00017500358732732,0.00017501803284418,0.00093640540376989,-1.2781642228477e-14,3.813244995691e-14,2.2088835277094e-14,3.0029805193833e-16,-7.6152054691326e-16,5.23359851838e-15,-6.89255224091e-17,4.3278066559577e-15,2.5953437702493e-14,-3.1918350566747e-15,7.9320879366772e-15,3.8644958444009e-16,1.4171483730473e-15,-6.3676178641966e-14,-1.6862847121397e-15,2.8903416829719e-16,-3.8788816982823e-15,-6.1449518932043e-15,-1.6405773137691e-15,4.5788061456563e-14,1.1045551939747e-14,-8.9573169387897e-15,1.01932828072e-13,-2.0882843006561e-13,15993679.135722,3997236.0346117,-0.00044206626153874,0.00097610966694538,0.00027488515799592,-0.0020812187983087,230.92518758825,115.48221336667,209.98122647398
445625.46906687,0.00011097308459023,208348886018.21,208356491186.25,208357068441.74,208357414749.86,208349757875.87,208349646489.79,208349744114.45,208348690631.13,208347061314.55,208348853318.2,208351977956.01,208349773528.39,208352214556.27,208347924660.48,208357506102.42,208357582385.59,208357490129.38,208349630024.67,208348381927.34,208346556984.96,208348155764.23,208352011415.74,208347889028.85,208342590988.64,1.2678667818079e-11,1.8634340679005e-11,1.8634477949186e-11,1.8634238596055e-11,1.2678619007247e-11,1.2678642338304e-11,1.2678627098656e-11,1.2123820357377e-11,1.2123952283847e-11,1.2123842438853e-11,1.4650505664669e-11,1.2678629801182e-11,1.4650410584277e-11,1.4651167698864e-11,1.8634176389917e-11,1.8634161475732e-11,1.8634213437286e-11,1.2678623486577e-11,1.2123811497055e-11,1.2123981370017e-11,1.212399261423e-11,1.465040837735e-11,1.4652914813308e-11,1.4651318737223e-11,0.99995830754121,0.99975714297067,0.0003109324815846,0.00031125512248445,0.00031125204808478,0.0003112502873145,0.00031092814226645,0.000310928697267,0.00031092821183497,0.00031107061128072,0.00031107869503712,0.00031106985312344,0.00031111468558612,0.00031092806511316,0.00031111352214625,0.00031113664010161,0.00031124987725206,0.00031124948235478,0.00031124993942041,0.00031092876694338,0.00031107225973562,0.00031108125543945,0.00031107321185218,0.00031111456980787,0.00031113540704513,0.00031116417620243,0.0010033526981428,-1.3060861651489e-15,1.8795808082505e-15,1.5203600460837e-15,1.9105552542894e-16,-5.7902501986098e-17,4.2110518980549e-16,-5.3990467319502e-18,5.0626675564161e-16,3.1224942181081e-15,-1.3050116567531e-16,7.6920853709605e-16,6.4611739905477e-17,1.2966815857217e-16,-2.7648918193624e-15,-1.4234445048917e-17,1.1412246626317e-17,-2.1757157274606e-16,-5.3427248431986e-16,-1.1371731396067e-16,2.7703113332147e-15,8.7727015202203e-16,-4.0593182785762e-16,8.99430229569e-15,-1.2099735554468e-14,15978893.254534,3991041.4879461,-0.00044110455387399,0.0010672333565758,0.00028945669718316,-0.0021045103447201,230.92517631222,115.48182119057,208.95759118216
1409191.4656322,0.0003399048862588,208361426137.66,208374771622.69,208375349415.58,208375696273.26,208362316257.52,208362202586.78,208362302522.94,208360802260.59,208359110709.01,208360975538.86,208366521647.9,208362331924.86,208366768518.44,208362411695.42,208375794911.6,208375871720.96,208375777425.4,208362184759.77,208360499386.06,208358602718.1,208360245730.45,208366564854.82,208362336563.15,208356956460.82,1.229359957985e-11,1.7745704465942e-11,1.7745754124285e-11,1.7745522952618e-11,1.2293505355077e-11,1.2293532696753e-11,1.2293515853955e-11,1.1931172710707e-11,1.1931325692184e-11,1.1931180234984e-11,1.4316395868599e-11,1.2293516356179e-11,1.4316301933056e-11,1.4317268634858e-11,1.7745462282549e-11,1.7745440371715e-11,1.7745487890085e-11,1.2293513727586e-11,1.1931166340922e-11,1.1931350642718e-11,1.1931391776168e-11,1.4316307661956e-11,1.4318944421082e-11,1.431745998828e-11,0.9999972372609,0.99998195532708,0.00055277877878302,0.00055304257865458,0.00055303687145522,0.00055303358649005,0.00055277056163714,0.00055277161111697,0.00055277069155834,0.00055305177261892,0.00055306716278315,0.00055305029004516,0.00055302464219285,0.00055277041509573,0.00055302242120634,0.00055306551111087,0.00055303277878421,0.00055303204205033,0.00055303290507231,0.00055277175298003,0.00055305480809813,0.00055307197389552,0.0005530567455025,0.00055302437611339,0.00055306364495771,0.00055311730444472,0.0012133320243519,-8.8818269725581e-17,2.5743042575747e-17,4.6914926803884e-17,6.285067073061e-17,-1.9658586950536e-18,2.4956524542673e-17,-1.5125396069263e-18,6.5029236444761e-17,5.8084623487152e-16,5.8958665995559e-19,5.959752278663e-17,1.2602972127562e-17,5.9301684911135e-18,9.7887099551686e-17,6.190332373642e-18,-1.4614241344719e-18,9.85737765467e-18,-3.3722684754003e-17,-2.9723112716719e-18,-2.8578480998678e-16,-6.4107001214119e-18,-3.6172272430993e-18,5.7115689181174e-16,4.8738128307733e-17,15933028.814161,3972054.1806839,-0.00043481825855808,0.0013450536850131,0.00033471745364395,-0.006582355873386,230.91742725959,115.47519316926,206.98740199901
