time,Ep_eff,cstrain_1,cstrain_10,cstrain_11,cstrain_12,cstrain_13,cstrain_14,cstrain_15,cstrain_16,cstrain_17,cstrain_18,cstrain_19,cstrain_2,cstrain_20,cstrain_21,cstrain_22,cstrain_23,cstrain_24,cstrain_3,cstrain_4,cstrain_5,cstrain_6,cstrain_7,cstrain_8,cstrain_9,cstrainfrac1,cstrainfrac2,eeq,gstrain_1,gstrain_10,gstrain_11,gstrain_12,gstrain_13,gstrain_14,gstrain_15,gstrain_16,gstrain_17,gstrain_18,gstrain_19,gstrain_2,gstrain_20,gstrain_21,gstrain_22,gstrain_23,gstrain_24,gstrain_3,gstrain_4,gstrain_5,gstrain_6,gstrain_7,gstrain_8,gstrain_9,rho_i,rho_m,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39716411736214,5.1619976334755e-14,1.834724293247e-14,1.8634617632836e-14,1.8634617632836e-14,1.8634617632836e-14,1.834724293247e-14,1.834724293247e-14,1.834724293247e-14,1.8402337390638e-14,1.8402337390638e-14,1.8402337390638e-14,1.8777683942484e-14,1.834724293247e-14,1.8777683942484e-14,1.8777683942484e-14,1.8634617632836e-14,1.8634617632836e-14,1.8634617632836e-14,1.834724293247e-14,1.8402337390638e-14,1.8402337390638e-14,1.8402337390638e-14,1.8777683942484e-14,1.8777683942484e-14,1.8777683942484e-14,1,0.99999999988375,6.7532609102399e-07,5.2359267149676e-26,-1.3341940842347e-25,9.1596201173621e-26,-1.9670297677333e-25,-2.3241067876884e-26,-2.9617637548281e-27,3.3748621923564e-26,6.8573676244593e-26,-6.3444743722839e-26,-1.1174022105953e-25,2.7851144676375e-26,-1.1891999133406e-26,1.4290244181243e-25,-2.3444350150153e-25,6.7958404616759e-26,-4.8047569666968e-27,-1.4645516581609e-25,1.8435452506888e-26,-6.5108430148751e-26,5.5925923780958e-26,-8.4232795169082e-26,7.9694427323419e-26,1.8520550615558e-25,-1.2965333339985e-25,15999999.999941,3999999.9999919,-3.2449341793673e-07,6.8519446525589e-07,1.882195346892e-07,-1.8735624422564e-09,0.1589879379549,0.079493973896919,0.14610287346939
3.9716411736214,5.2473145773298e-12,1.8357758575404e-13,1.8645165810696e-13,1.8645165810696e-13,1.8645165810696e-13,1.8357758575404e-13,1.8357758575404e-13,1.8357758575404e-13,1.8412793292059e-13,1.8412793292059e-13,1.8412793292059e-13,1.8788745244441e-13,1.8357758575404e-13,1.8788745244441e-13,1.8788745244441e-13,1.8645165810696e-13,1.8645165810696e-13,1.8645165810696e-13,1.8357758575404e-13,1.8412793292059e-13,1.8412793292059e-13,1.8412793292059e-13,1.8788745244441e-13,1.8788745244441e-13,1.8788745244441e-13,1,0.99999999992855,6.7530730245722e-06,4.1552035755873e-26,1.5802046987717e-25,9.3242645926652e-25,-8.1404502545222e-25,1.7019001336007e-25,-1.1874809550142e-25,-8.6082959816645e-26,3.7750663077159e-25,-2.543130199177e-25,-8.9369775148734e-26,3.4322375215954e-25,-1.810081493048e-25,5.8516754378325e-25,-1.0401186515012e-24,4.5663873974414e-25,5.8330816011049e-25,-9.3465834710352e-25,1.8603026022126e-25,5.0286077508705e-26,5.7327893393856e-25,-1.6506888468567e-26,3.1788353999385e-26,7.2277390907559e-25,-9.7257696185295e-25,15999999.996218,3999999.999179,-3.2449112581749e-06,6.8516811390903e-06,1.8822153392904e-06,-1.8737740201948e-07,1.5898787126226,0.79493984822882,1.4610242594925
39.716411736214,5.2727751708334e-10,1.8464338384283e-12,1.875194811615e-12,1.875194811615e-12,1.875194811615e-12,1.8464338384283e-12,1.8464338384283e-12,1.8464338384283e-12,1.8518780575883e-12,1.8518780575883e-12,1.8518780575883e-12,1.8900865311006e-12,1.8464338384283e-12,1.8900865311006e-12,1.8900865311006e-12,1.875194811615e-12,1.875194811615e-12,1.875194811615e-12,1.8464338384283e-12,1.8518780575883e-12,1.8518780575883e-12,1.8518780575883e-12,1.8900865311006e-12,1.8900865311006e-12,1.8900865311006e-12,0.99999999999989,0.99999999509881,6.7511954560036e-05,7.9443814615077e-23,3.7254826142099e-22,1.2618402498284e-21,-5.0683779323506e-22,5.4545363127984e-23,-4.711614561787e-23,-2.5151430361069e-23,6.9617854180381e-22,-1.8717308791758e-22,1.1908447193258e-22,6.173607919905e-23,-1.9768840820127e-22,3.2782473157359e-22,-8.9504547424702e-22,5.0774490254996e-22,6.6169340084052e-22,-5.2554103683669e-22,2.5482771997788e-22,6.0717209873567e-22,1.4774958183216e-21,4.4848875720311e-22,-1.1145934933688e-22,1.7573375861049e-22,-1.0798576668388e-21,15999999.760512,3999999.9175372,-3.2446821606107e-05,6.8490478388647e-05,1.8824150613414e-05,-1.874032534033e-05,15.898720359125,7.9494093536975,14.60979527749
397.16411736214,3.6340398183958e-08,8.9931861892991e-12,9.1302096313473e-12,9.1302096356797e-12,9.1302096327829e-12,8.9931861891811e-12,8.993186188884e-12,8.9931861890468e-12,9.0178259887898e-12,9.0178259890978e-12,9.0178259890221e-12,9.2120338521547e-12,8.9931861890314e-12,9.2120338519662e-12,9.2120338519033e-12,9.1302096326652e-12,9.1302096306841e-12,9.130209631381e-12,8.9931861908233e-12,9.0178259900172e-12,9.0178259895749e-12,9.0178259893782e-12,9.2120338530509e-12,9.2120338525768e-12,9.2120338525988e-12,0.99999972103182,0.99989783380339,0.00025473222670931,2.0323601660842e-17,-1.1881660538499e-16,9.7499555563419e-16,8.4842850669243e-18,1.0568005824205e-18,1.0603574479635e-17,-1.0269782889402e-17,1.1011097541868e-16,-3.4303259374043e-17,1.9441272796003e-17,-2.4217784330746e-17,-2.5450548841831e-17,-2.0807827828693e-17,-1.2103643779567e-16,3.9047706145999e-16,-1.2158030782717e-17,-1.2363246283609e-16,9.3819158939567e-17,1.2446392543763e-16,2.6403144873245e-16,7.210387741107e-18,1.3995011204849e-17,8.0358918868996e-17,-1.3590551139374e-16,15999988.642001,3999994.3304688,-0.00012250808786761,0.00025833641000704,7.1135040764063e-05,-0.00026594908298677,60.045137243229,30.02326552136,55.171667738374
3971.6411736214,4.5278108952961e-07,8.9927797506763e-12,9.1298757752837e-12,9.1298758555307e-12,9.1298758019237e-12,8.9927797484931e-12,8.9927797430297e-12,8.9927797460253e-12,9.0174091784194e-12,9.0174091840523e-12,9.0174091827085e-12,9.211625234184e-12,8.9927797457613e-12,9.2116252307316e-12,9.2116252295648e-12,9.1298757996763e-12,9.1298757630966e-12,9.1298757759017e-12,8.9927797787732e-12,9.0174092010113e-12,9.0174091928566e-12,9.0174091893087e-12,9.2116252507299e-12,9.2116252419902e-12,9.2116252423922e-12,0.99999988699098,0.99989783473677,0.00025507886557962,2.0131827595974e-17,-1.1860410097804e-16,9.7333137138644e-16,8.5996562765645e-18,1.075614032884e-18,1.0643370354111e-17,-1.0029730307663e-17,1.1015340716995e-16,-3.4075119680932e-17,1.9603489519281e-17,-2.3945353827164e-17,-2.546074617817e-17,-2.0582916225227e-17,-1.2097920545123e-16,3.9015581636775e-16,-1.196822236388e-17,-1.2315509393806e-16,9.3230419841879e-17,1.2423312084365e-16,2.6367086800424e-16,7.2185004770707e-18,1.382267967909e-17,8.0539189220139e-17,-1.3602000106397e-16,15999862.331786,3999929.3824618,-0.00012243616619454,0.00025879142905892,7.1387569313138e-05,-0.00026590128157612,60.045137765193,30.023265673839,55.166587810355
39716.411736214,4.6155155341424e-06,8.9887451698372e-12,9.1265673868488e-12,9.1265682201905e-12,9.1265676706211e-12,8.9887451486916e-12,8.988745091404e-12,8.9887451222073e-12,9.0132787263146e-12,9.0132787852634e-12,9.0132787704476e-12,9.2075718196303e-12,8.9887451199713e-12,9.2075717829486e-12,9.2075717713721e-12,9.1265676416937e-12,9.1265672613331e-12,9.1265673943675e-12,8.9887454659911e-12,9.0132789602662e-12,9.013278876923e-12,9.0132788408299e-12,9.2075719896807e-12,9.2075719016204e-12,9.207571906195e-12,0.99999997337141,0.99989783888534,0.00025855475715638,1.8244089607842e-17,-1.1652649504888e-16,9.5685390975829e-16,9.6975375700493e-18,1.2439217252985e-18,1.1016591608902e-17,-7.6693494014245e-18,1.105587779394e-16,-3.180391515249e-17,2.1174539745861e-17,-2.1283948688975e-17,-2.5559542622097e-17,-1.8365888655577e-17,-1.204206737197e-16,3.8693821727274e-16,-1.0089485894978e-17,-1.1845030694226e-16,8.7383965742699e-17,1.2200789535682e-16,2.6007786482577e-16,7.3079937641856e-18,1.2135833049116e-17,8.230724336912e-17,-1.3716456203293e-16,15998599.464219,3999280.1474025,-0.00012171497839617,0.00026333799450952,7.3912456075097e-05,-0.00026555317475645,60.045142972415,30.023267046577,55.116196607856
397164.11736214,4.6081262319889e-05,8.9505741024763e-12,9.0955573702889e-12,9.0955651953523e-12,9.0955607138089e-12,8.9505740488082e-12,8.9505734573099e-12,8.9505737183638e-12,8.9743152064704e-12,8.9743158096382e-12,8.9743155829913e-12,9.1694590716969e-12,8.9505737409676e-12,9.1694586378559e-12,9.1694585805509e-12,9.0955599038636e-12,9.0955562902807e-12,9.0955575579542e-12,8.9505773068692e-12,8.9743173482789e-12,8.9743166912886e-12,8.974316417482e-12,9.1694604900243e-12,9.1694599218744e-12,9.1694600074511e-12,0.99999999681214,0.99989741460202,0.00029409712397791,2.0290536826393e-18,-9.9824791000014e-17,8.0671680424776e-16,1.498320337831e-17,1.2142986214307e-18,1.24667785569e-17,1.2376269223053e-17,1.128632667921e-16,-9.917721612057e-18,3.250393250731e-17,-5.2477478123952e-20,-2.6307970955832e-17,8.8288754202157e-19,-1.161206496132e-16,3.5446136659454e-16,7.2193267152131e-18,-7.7606697996363e-17,3.2693400773491e-17,1.0661999335579e-16,2.2529503487971e-16,8.9706676458109e-18,-1.6814324143973e-18,9.6845321072242e-17,-1.485994447201e-16,15985993.837473,3992811.4399633,-0.00011431036514662,0.00030845179145185,9.9123301319362e-05,-0.00043170710397257,60.044983112707,30.023112683598,54.650704392093
125594.32157548,1.4603245569409e-05,8.9775601542126e-12,9.1174302221542e-12,9.1174331273147e-12,9.1174312870772e-12,8.9775600968317e-12,8.9775598910224e-12,8.9775599952435e-12,9.0018483104244e-12,9.0018485212072e-12,9.001848460017e-12,9.1963624504651e-12,8.9775599926706e-12,9.19636231335e-12,9.1963622788203e-12,9.1174311268953e-12,9.1174297955552e-12,9.1174302608638e-12,8.9775612338048e-12,9.0018491195813e-12,9.0018488432971e-12,9.0018487249238e-12,9.1963630240695e-12,9.196362745691e-12,9.19636276648e-12,0.99999998282099,0.99989780629719,0.00026696878872915,1.3188955431925e-17,-1.1108181642433e-16,9.117149513586e-16,1.2215377052509e-17,1.5350254295394e-18,1.1831835955929e-17,-1.3769966788839e-18,1.1151366197936e-16,-2.5473858883232e-17,2.5135124512113e-17,-1.434656939927e-17,-2.5806874414915e-17,-1.240247756936e-17,-1.1896878177094e-16,3.7775272761292e-16,-4.9394135369897e-18,-1.0579385829279e-16,7.1251529335496e-17,1.1647703507517e-16,2.5002588302572e-16,7.6407309217775e-18,7.7026143954157e-18,8.6969065542594e-17,-1.4038968349201e-16,15995567.269504,3997722.2948891,-0.00011996651578856,0.00027423211016666,7.9975425721913e-05,-0.00026469880009134,60.045155747963,30.023270274144,54.998152705647
397164.11736214,4.607008216568e-05,8.9456598598235e-12,9.0915650225712e-12,9.0915736989145e-12,9.0915688834173e-12,8.9456598344154e-12,8.9456591663906e-12,8.9456594490271e-12,8.969349273545e-12,8.969349953599e-12,8.9693496824255e-12,9.1646074037561e-12,8.9456594843367e-12,9.1646069015571e-12,9.1646068505512e-12,9.0915678643242e-12,9.0915638505304e-12,9.0915652622946e-12,8.9456635079686e-12,8.9693516332288e-12,8.9693509356884e-12,8.9693506476583e-12,9.1646089312353e-12,9.1646083611871e-12,9.1646084703893e-12,0.99999999412999,0.999897345706,0.00029406733331803,2.3782505655548e-19,-9.7997309190108e-17,7.8809307625005e-16,1.460369491102e-17,9.9090791195544e-19,1.2310601383137e-17,1.4528337063001e-17,1.1283237287956e-16,-7.1302538550953e-18,3.3411827123943e-17,2.0439861593453e-18,-2.6351216068554e-17,3.0313395688528e-18,-1.1568194702667e-16,3.4981754663509e-16,9.4129358663793e-18,-7.3001070546135e-17,2.6052178276989e-17,1.0536196521654e-16,2.2073961665972e-16,9.2801299769416e-18,-3.1533384549249e-18,9.8249212694338e-17,-1.5001329047893e-16,15985995.499247,3992813.0775068,-0.00011429790697158,0.00030842856006729,9.9121092963297e-05,-0.00028539241129069,60.045167711769,30.023256522472,54.651305267292
