time,Ep_eff,eeq,k_r,rho_i,rho_m,strain_xx,stress_xx,tau_by_tauf,taup,w
0,0,0,0,0,0,0,0,0,0,0
7.4416e-06,0,6.8846432652764e-05,0,10000,833000,7.4413231240744e-05,8.9969825139487,1,0,1
2.420109824e-05,8.9119396529114e-08,0.00022394264430486,0,10005.343784826,832994.72843974,0.00024198170216699,29.276806880377,2.0337252454341,0,0.35412376138387
6.1716569435341e-05,3.2622446610898e-05,0.00057346693255545,1681.4342334603,11961.66895731,831067.29410825,0.00061697532225345,70.876490135387,4.6824123551025,26.198253383319,0.083133759728092
0.00015506706672013,0.0007207546395942,0.0014864548279121,2710.2066664393,45407.729151083,798175.24486104,0.0015494695633448,100.73767913655,4.1008971703166,35.876609122142,0.10579752937384
0.00034373899220499,0.0025207786885147,0.0033652429831666,2805.754502808,89776.392765652,754888.82263044,0.0034314951816669,111.12887494671,3.3506215806487,36.727325453632,0.15176362003182
0.00054373899220499,0.0044909638867402,0.0053628448719902,2827.7481750874,108185.17891052,737412.86236333,0.0054226598457893,114.54648311953,3.1695087702033,36.936857569164,0.16733283095384
0.00074373899220499,0.0064776014357689,0.0073621043501713,2833.0461029276,116549.96811524,729901.67480875,0.007409867651478,115.95623978162,3.0992805204489,37.001032811541,0.17401745744169
0.00094373899220499,0.0084699954632723,0.0093620287808823,2833.3298003747,121081.25991099,726190.15181549,0.0093931342937474,116.67206463133,3.063328732931,37.021384589097,0.17759478886742
0.001143738992205,0.010464875034873,0.011362326275864,2831.6833618383,123939.44852773,724133.72804126,0.011372475374415,117.0978026991,3.0410723631763,37.024735543638,0.17986464430318
0.001343738992205,0.012460983896279,0.013362897356515,2829.2002890691,126014.19188976,722849.30031781,0.013347906402836,117.39038238929,3.0249901446855,37.020610362128,0.18153186425768
0.001543738992205,0.014457789377558,0.015363712055961,2826.3363485167,127704.06500263,721941.25788948,0.015319442796635,117.61810313232,3.0119207765377,37.012984670448,0.18290378656188
0.001743738992205,0.016455061970139,0.017364769657486,2823.2954267623,129193.93303746,721226.13319274,0.017287099882427,117.81216508808,3.0004488325202,37.003639641942,0.18412081093781
0.001943738992205,0.018452707809617,0.019366082657358,2820.171639911,130571.07462649,720617.32779078,0.019250892896531,117.98718042149,2.9899174633777,36.993399040721,0.18524871901849
0.002143738992205,0.020450695336239,0.021367669717271,2817.0092790675,131877.3704328,720073.30654336,0.021210836985678,118.15013973046,2.9800118036218,36.982651622682,0.18631904657857
0.002343738992205,0.022449021929324,0.023369552414085,2813.8296063209,133133.38946811,719573.68844803,0.023166947207717,118.30448432058,2.9705742719642,36.971584892568,0.18734739588465
0.002543738992205,0.02444769847681,0.025371753696307,2810.6431247235,134349.62534136,719108.09326946,0.025119238532301,118.4519862076,2.9615207633071,36.960292248179,0.18834187738481
0.002743738992205,0.026446742177935,0.027374297133083,2807.455261532,135531.76831925,718670.90846554,0.02706772584158,118.5936235562,2.9528021270158,36.948822655336,0.18930703575312
0.002943738992205,0.02844617316586,0.029377206539421,2804.2690192917,136683.19024506,718258.82268384,0.029012423930879,118.72999090149,2.9443862908685,36.937203841181,0.1902456878829
0.003143738992205,0.03044601291389,0.031380505783674,2801.0862200501,137806.1213173,717869.65771542,0.030953347509376,118.86149256205,2.9362498847702,36.925453188461,0.19115978905679
0.003343738992205,0.032446283478471,0.033384218685287,2797.9080931626,138902.21062752,717501.81211605,0.032890511200764,118.98843452212,2.9283742659035,36.913582885915,0.19205084453755
0.003543738992205,0.034447007136516,0.035388368958406,2794.7355554902,139972.79533204,717153.994026,0.034823929543916,119.11106855419,2.920743596604,36.901602384483,0.19292010750169
0.003743738992205,0.036448206209482,0.03739298017954,2791.5693466664,141019.03151114,716825.09127175,0.036753616993537,119.22961376329,2.9133438867025,36.889519583034,0.1937686760341
0.003943738992205,0.03844990297636,0.039398075768292,2788.4100957964,142041.9590605,716514.10694329,0.038679587920817,119.34426739462,2.9061624936272,36.877341412576,0.19459754211687
