time,Ep_eff,eeq,gstrain_1,gstrain_10,gstrain_11,gstrain_12,gstrain_13,gstrain_14,gstrain_15,gstrain_16,gstrain_17,gstrain_18,gstrain_19,gstrain_2,gstrain_20,gstrain_21,gstrain_22,gstrain_23,gstrain_24,gstrain_3,gstrain_4,gstrain_5,gstrain_6,gstrain_7,gstrain_8,gstrain_9,rho_i,rho_m,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0025958682112,9.1200422369481e-62,2.2989678429615e-07,1.4494964461865e-60,-9.4502471969548e-60,6.6753593387901e-60,-4.5316307337923e-60,-7.390029313102e-62,1.4832452794026e-59,-8.1989823464986e-60,1.5124616333907e-59,3.9019759674393e-61,3.2592108382219e-60,6.244905221682e-60,-1.2176205341242e-59,7.8158600120575e-62,3.3959419840965e-61,-6.3805769875316e-61,1.2072714713387e-59,0,9.2749219224822e-60,-1.3750684585611e-59,5.0354623547349e-60,-1.1266334414844e-60,8.5168337346203e-61,-1.3711507418581e-60,-2.0010855002657e-60,16000000,4000000,-6.8698022862999e-08,-6.310768622768e-08,2.5958678698953e-07,-1.0090328349748e-10,-1.0127945588508e-10,0.061087707650284,0.063424962899712
0.015485277857324,4.235157259796e-60,1.3714174715299e-06,8.0672856096041e-59,-5.5900666809187e-59,4.516299164655e-59,-2.5309550572272e-58,-1.3495164390909e-58,7.7167417018656e-59,-1.4204155449796e-58,4.545128205708e-59,-7.8481141841581e-59,-5.3390824039053e-59,-5.591414638589e-59,-1.7816598117732e-58,-1.0600152349333e-58,-1.4547980716949e-58,-8.7016200186944e-59,-2.9860135993897e-59,0,5.7979705915162e-59,-1.232158358336e-58,2.2059402950084e-59,6.7202421577007e-60,3.8637629094953e-59,-1.8336041066942e-59,4.5066849678084e-59,16000000,4000000,-4.0980978842208e-07,-3.7646131274786e-07,1.5485265738017e-06,-3.6679549740227e-09,-3.6115574955623e-09,0.36441256562371,0.37835509591345
0.08308168705724,3.1309623347344e-57,7.357972221925e-06,7.2259007016351e-57,-1.7873003797663e-57,1.2026764459043e-57,-2.1943089706993e-56,-1.2804515316417e-56,6.415673965891e-58,-9.9984016305806e-57,-2.3365793815597e-57,-7.8550619790254e-57,-7.2117266701974e-57,-7.1450238290901e-57,-1.2795872264434e-56,-1.0088792556437e-56,-1.2946347425653e-56,-8.4634528494945e-57,-8.479282354628e-57,0,1.3932537917515e-57,-5.9953733180323e-57,-3.7810634663475e-59,9.4454423378808e-58,3.0614355243032e-57,-8.5390613101623e-58,4.7346993944768e-57,16000000,4000000,-2.1987578239297e-06,-2.019832949287e-06,8.3081338212878e-06,-1.0553205801367e-07,-1.0395838783645e-07,1.9552204208885,2.0300241271202
0.50162083592381,2.8101916101453e-50,4.4426468228215e-05,4.3638472785015e-51,-3.5694596449995e-51,-7.860377739762e-52,3.123199004164e-52,4.5785511817104e-50,2.6887895821075e-51,1.3113821523177e-50,1.8283468619255e-50,4.8826025391004e-51,-1.1391346467251e-52,8.0882118713945e-51,-1.6081231333891e-50,7.3467369977149e-51,2.5960659070134e-50,1.8396942585154e-51,9.1926837528191e-51,0,7.5440275375069e-52,-3.0670420741566e-51,2.2521933279913e-51,2.3882272626874e-52,3.931966950031e-51,-3.0110582480497e-51,3.7520667658941e-51,16000000,4000000,-1.327706060845e-05,-1.2196639200009e-05,5.0160811965318e-05,-3.8443006423593e-06,-3.7872984421988e-06,11.807705839558,12.259316047686
2.2375142432667,1.350671058648e-37,0.00019819375217573,-8.3963228083688e-39,-3.954685117524e-40,-3.94142434934e-40,5.0031971967667e-37,1.4649565741306e-37,2.6207972420356e-39,1.4841727404455e-38,3.5606601854062e-38,4.7931535956119e-39,6.9045112445558e-41,1.6904801811243e-38,1.390336360817e-38,1.6361564443763e-37,1.6103907541808e-37,2.5213989122165e-39,7.3161953740706e-39,0,1.3455937271349e-41,-3.3333089572481e-39,1.6083298789013e-39,-8.389239687195e-42,-1.9568729993464e-38,-1.2100914502259e-39,-2.7689578051325e-39,16000000,4000000,-5.9256651176598e-05,-5.4434737402859e-05,0.00022372612611115,-7.6424494863337e-05,-7.530678689568e-05,52.722892623906,54.736765587893
4.2375142432667,4.306540812475e-29,0.00037540838040747,1.4047010783487e-30,1.7468823547374e-32,8.0919218256664e-32,-4.8933453442191e-29,-1.791972291606e-29,-4.8391301037361e-31,-2.5456127607703e-30,-4.7044292064693e-30,-9.8770319077513e-31,-2.1775464770466e-31,-2.3077972074019e-30,-2.1072819332546e-30,-1.7498881897234e-29,-1.867918932689e-29,-5.5599277703888e-31,-1.5972578354328e-30,0,-8.5643725121669e-32,4.1504609489333e-31,-3.2805408527296e-31,-5.3974512207049e-33,2.5832801731616e-30,1.8514104355276e-31,5.6128418198188e-31,16000000,4000000,-0.00011230009582156,-0.00010316207726488,0.00042366070050475,-0.00027414166316246,-0.00027018024764582,99.972231536326,103.78497671349
6.2375142432667,2.6005823854629e-23,0.00055267905161899,-1.117281537494e-25,-5.0298326844528e-27,-1.0882109029308e-28,2.4644159978564e-23,3.9706614828187e-24,1.6682171852332e-26,1.4838909124093e-25,7.370503945788e-25,3.2591914251411e-26,-6.4334236942557e-27,3.3993179195339e-25,1.9374108253887e-25,6.1692132838604e-24,4.8743422349708e-24,1.8622075115737e-26,3.2368556478266e-26,0,-3.0964582861278e-27,-3.9185169409084e-26,4.36230216103e-27,-2.6281335072078e-28,-4.2208717537154e-25,-8.0920861903785e-27,-1.9705235553692e-26,16000000,4000000,-0.00016541625945787,-0.00015195642385425,0.00062355487883783,-0.00059384588954083,-0.00058538108647693,147.33791405383,152.94837559553
8.2375142432667,2.3323657993318e-18,0.00073000580340013,1.0750421913275e-19,-4.1123227435392e-22,3.4363022037024e-21,-1.0850544208053e-17,-2.2665073115357e-18,-2.5341765674659e-20,-1.5069147856618e-19,-4.8783058226485e-19,-4.5651067733044e-20,-4.7266232966586e-21,-2.2901079893852e-19,-1.7384399013477e-19,-3.0543898712338e-18,-2.6414535209812e-18,-2.6005434995401e-20,-5.8529865968095e-20,0,-1.8185898295946e-21,3.7765616785545e-20,-1.2454805542962e-20,-1.0348516725039e-22,2.8100894931465e-19,1.1719526639535e-20,3.5340148322039e-20,16000000,4000000,-0.00021860522777814,-0.00020081785399669,0.00082340867750193,-0.0010353793481474,-0.0010208292404517,194.82014115545,202.22716480652
10.237514243267,1.6697376682954e-14,0.00090738867342428,3.8292849075434e-16,1.1002306015339e-17,1.2317689130286e-17,-4.1142304566635e-14,-8.4223740233475e-15,-9.8231909210435e-17,-6.0098106962378e-16,-1.8012915670448e-15,-1.9793428812705e-16,-2.0393056757189e-17,-8.4066710459702e-16,-6.0060320398277e-16,-1.1449404705459e-14,-9.7812608184938e-15,-1.1001175474176e-16,-2.855154450052e-16,0,-7.0113312535213e-18,1.2397643083979e-16,-5.6391896291783e-17,-2.8854454255563e-19,1.0106177739102e-15,4.0532752327015e-17,1.1333702263862e-16,16000000.000001,4000000.000009,-0.00027186708666544,-0.00024974644469422,0.0010232221128785,-0.0015985849825314,-0.0015764447624562,242.41911416386,251.62154725954
