time,Ep_eff,eeq,k_r,rho_i,rho_m,strain_xx,stress_xx,tau_by_tauf,taup,w
0,0,0,0,0,0,0,0,0,0,0
5e-06,5.0633803124389e-07,0.00046406838781481,65.190288657833,100086.3204079,5207913.1472577,0.0004998750349903,57.23060465276,1.4090464322142,7.7481870642372,0.62451965238199
1e-05,8.1041531081543e-05,0.00093381178434164,507.43765475326,111941.19352497,5195995.1276052,0.00099950031977192,105.57434426493,2.5045263333029,29.889121789335,0.25091276077822
1.5e-05,0.00041465426512929,0.0014206666057423,682.16795987088,158958.14880391,5148725.8333783,0.0014988761037834,124.80057388645,2.6127812642621,36.311816915685,0.23355696030381
2e-05,0.00084469533430543,0.001914630973423,710.29494033407,215486.50477641,5091879.8927488,0.0019980026360897,132.85005998716,2.4719833726044,37.288879301607,0.25650616339378
2.5e-05,0.0012919072742133,0.0024101804097652,722.2402719432,269914.2800216,5037128.3225124,0.002496880165383,138.9049001153,2.3572411692618,37.699118995042,0.27778140199814
3e-05,0.0017470644977949,0.0029065143302974,731.14352244148,321058.19398837,4985660.9237154,0.0029955089399833,144.03629636606,2.2713809257413,38.003061144185,0.2954637003212
3.5e-05,0.0022081382330822,0.0034034098884675,738.42588424095,368792.02826234,4937605.1858288,0.0034938892078398,148.47948081772,2.2051904429612,38.250504519619,0.31026089252346
4e-05,0.0026739969976051,0.0039007442318806,744.53101674253,413162.59427004,4892914.8623943,0.0039920212165302,152.36568262787,2.1526734332185,38.457109347921,0.32279758419556
4.5e-05,0.0031438267703881,0.0043984343171585,749.72249154864,454292.07832428,4851468.0599812,0.0044899052132633,155.78941520139,2.1100487142543,38.632161610368,0.3335332687484
5e-05,0.0036170040778255,0.0048964196925803,754.18318932391,492344.84073731,4813100.5507118,0.0049875414448791,158.82315100253,2.0748215375104,38.782077216448,0.34281014720617
5.5e-05,0.004093035608601,0.0053946543485789,758.04751427695,527507.77230542,4777625.4744869,0.0054849301578477,161.52429506266,2.0452753215387,38.911550883111,0.3508888609507
