time,Ep_eff,Phi,eeq,gstain_1,gstain_10,gstain_11,gstain_12,gstain_13,gstain_14,gstain_15,gstain_16,gstain_17,gstain_18,gstain_19,gstain_2,gstain_20,gstain_21,gstain_22,gstain_23,gstain_24,gstain_3,gstain_4,gstain_5,gstain_6,gstain_7,gstain_8,gstain_9,phi_1,phi_2,rho_i,rho_m,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.420109824e-05,0,0.078321659844748,2.2513394346584e-06,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,-1.0313198526975e-15,0,400,400,2.4201068953247e-06,-9.3430492926096e-07,-9.3430492926096e-07,0.26051351728954,-4.8955720904137e-12,-4.8955720904137e-12,0.26051351729443
0.00015506706672013,0,0.19825897121888,1.4425515189991e-05,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,7.8341282113101e-16,0,400,400,1.5506586443998e-05,-5.9867524787314e-06,-5.9867524787314e-06,1.6693469882213,1.358265598004e-10,1.3582664133114e-10,1.6693469880855
0.0008582307017463,0,0.46647086792872,7.9845137627269e-05,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,-57.328872321955,24.285497120421,400,400,8.581938757909e-05,-3.3141990614467e-05,-3.3141990614467e-05,9.242932453292,1.3873653760482e-08,1.3873653760482e-08,9.2429324394183
0.0018582307017463,0,0.68651333010953,0.00017289938018664,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,-24.344896375573,-83.487881049947,400,400,0.00018580580718721,-7.1784896782801e-05,-7.1784896782711e-05,20.025241459185,3.0050809240533e-08,3.0050812237578e-08,20.025241429134
0.0028582307017463,4.7613065959159e-05,0.77734706828728,0.00026901262841637,1e-18,1e-18,9.9999999999998e-19,9.9999999999998e-19,0.026528055497823,9.9999999999999e-19,9.9999999999999e-19,0.026528055497714,9.9999999999999e-19,9.9999999999999e-19,9.9999999999999e-19,9.9999999999998e-19,9.9999999999999e-19,0.026528055497724,9.9999999999999e-19,9.9999999999999e-19,0.026528055497713,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,-108.92924610621,62.771447027951,399.74794354828,404.82009001848,0.00028578223051041,-0.00011584414012104,-0.00011584414012092,25.678970062082,5.9906090705388e-06,5.9906112252737e-06,25.678964071472
0.0038582307017463,0.00014759540031856,0.77733708203558,0.00036868824804095,1e-18,1e-18,9.9999999999998e-19,9.9999999999998e-19,0.026507246748998,9.9999999999999e-19,9.9999999999999e-19,0.026507246748996,9.9999999999999e-19,9.9999999999999e-19,9.9999999999999e-19,9.9999999999998e-19,9.9999999999999e-19,0.026507246748941,9.9999999999999e-19,9.9999999999999e-19,0.026507246749042,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,-30.216721101587,21.31121329376,399.22178865296,415.20252025488,0.00038574865954715,-0.00016582806275717,-0.00016582806275716,25.678299822325,6.5988930732717e-08,6.5990277168047e-08,25.678299756336
0.0048582307017463,0.00024757159106427,0.77733708636238,0.00046850346478554,1e-18,1e-18,9.9999999999998e-19,9.9999999999998e-19,0.026504589203822,9.9999999999999e-19,9.9999999999999e-19,0.026504589203911,9.9999999999999e-19,9.9999999999999e-19,9.9999999999999e-19,9.9999999999998e-19,9.9999999999999e-19,0.026504589203748,9.9999999999999e-19,9.9999999999999e-19,0.026504589203795,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,4.3480422848215,10.063117044509,398.69988605648,425.93785823693,0.00048570509629598,-0.00021580628083898,-0.0002158062808388,25.678300108003,6.5809656123413e-08,6.5810463091094e-08,25.678300042193
0.0058582307017463,0.00034754776113715,0.77733713857931,0.00056838493912191,1e-18,1e-18,9.9999999999998e-19,9.9999999999998e-19,0.026501932256218,9.9999999999999e-19,9.9999999999999e-19,0.026501932256247,9.9999999999999e-19,9.9999999999999e-19,9.9999999999999e-19,9.9999999999998e-19,9.9999999999999e-19,0.02650193225621,9.9999999999999e-19,9.9999999999999e-19,0.02650193225623,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,-26.157662287795,30.044583239162,398.18216915339,437.02705735249,0.00058565154275405,-0.00026577950045751,-0.00026577950045745,25.67830356002,6.5834166006023e-08,6.5832011437556e-08,25.678303494187
0.0068582307017463,0.00044752391424548,0.77733723832434,0.0006683029737997,1e-18,1e-18,9.9999999999998e-19,9.9999999999998e-19,0.026499275895369,9.9999999999999e-19,9.9999999999999e-19,0.026499275895459,9.9999999999999e-19,9.9999999999999e-19,9.9999999999999e-19,9.9999999999998e-19,9.9999999999999e-19,0.026499275895519,9.9999999999999e-19,9.9999999999999e-19,0.026499275895506,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,1e-18,9.9999999999998e-19,9.9999999999998e-19,-37.90456758556,37.356208879133,397.66860395849,448.47040036663,0.00068558800091855,-0.00031574772263894,-0.00031574772263898,25.678310154058,6.5793064788518e-08,6.5791852352945e-08,25.678310088266
