time,Ep_eff,Phi,eeq,gstain_1,gstain_10,gstain_11,gstain_12,gstain_13,gstain_14,gstain_15,gstain_16,gstain_17,gstain_18,gstain_19,gstain_2,gstain_20,gstain_21,gstain_22,gstain_23,gstain_24,gstain_3,gstain_4,gstain_5,gstain_6,gstain_7,gstain_8,gstain_9,phi_1,phi_2,rho_i,rho_m,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0771518492268e-06,0,0.64006339376895,0.00015030356698249,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,26.916918639397,-28.848794616583,400,400,0.00016152999025352,-6.2399305002632e-05,-6.2399305002632e-05,17.405856442974,4.5588623960092e-08,4.5588623953155e-08,17.405856397385
1.2990145171673e-05,1.8857077321855e-07,0.81156145959498,0.00024176654021962,1e-18,1e-18,1e-18,1e-18,0.073149238989391,1e-18,1e-18,0.073149238989387,1e-18,1e-18,1e-18,1e-18,1e-18,0.073149238989392,1e-18,1e-18,0.073149238989398,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,1e-18,42.36166664883,-25.093409446386,399.99899995852,400.0189430475,0.00025976916043074,-0.00010041303056989,-0.00010041303056988,27.990570143431,4.1436443479771e-07,4.1436456910329e-07,27.990569729066
1.5978513328788e-05,2.7825751796475e-06,0.89657474249732,0.00029756509390589,1e-18,1e-18,-0.10751200099126,0.10751200099124,0.23628347064238,1e-18,1e-18,0.23628347064236,1e-18,1e-18,1e-18,-0.10751200099126,1e-18,0.23628347064236,1e-18,1e-18,0.23628347064236,0.10751200099126,1e-18,0.10751200099125,-0.10751200099124,1e-18,-0.10751200099125,0.10751200099126,0.0003827242526695,-16.054574625933,399.98446428345,400.29435440816,0.00031951921479843,-0.000123829070736,-0.000123829070736,34.167385301893,5.2597118214801e-07,5.2597094656393e-07,34.167384775922
1.7796212571661e-05,6.5613037408784e-06,0.94159914268383,0.00033164658270507,1e-18,1e-18,-0.18759032264778,0.18759032264776,0.37418234129503,1e-18,1e-18,0.37418234129504,1e-18,1e-18,1e-18,-0.18759032264779,1e-18,0.37418234129502,1e-18,1e-18,0.37418234129502,0.18759032264776,1e-18,0.18759032264779,-0.18759032264777,1e-18,-0.18759032264778,0.18759032264775,-45.172393724259,31.833203685991,399.96301723406,400.70093702478,0.00035586092534588,-0.00013832498465207,-0.00013832498465212,37.688653139731,2.8335509923451e-07,2.8335402336711e-07,37.688652856376
1.890184292369e-05,9.8642076767347e-06,0.96664661143165,0.00035244134044582,1e-18,1e-18,-0.24427185560711,0.24427185560709,0.4723641036904,1e-18,1e-18,0.47236410369044,1e-18,1e-18,1e-18,-0.24427185560712,1e-18,0.47236410369041,1e-18,1e-18,0.4723641036904,0.24427185560709,1e-18,0.24427185560715,-0.2442718556071,1e-18,-0.24427185560714,0.24427185560708,-11.244554382389,20.313781865869,399.94423542323,401.05720850077,0.00037796542046746,-0.00014725695382761,-0.00014725695382759,39.722531489687,1.2869418226846e-07,1.2869273509819e-07,39.722531360994
1.957435157996e-05,1.2291418504471e-05,0.98102914180537,0.00036511673275946,1e-18,1e-18,-0.28150599834951,0.28150599834948,0.53697069878711,1e-18,1e-18,0.53697069878707,1e-18,1e-18,1e-18,-0.2815059983495,1e-18,0.5369706987871,1e-18,1e-18,0.53697069878713,0.28150599834947,1e-18,0.28150599834946,-0.28150599834947,1e-18,-0.28150599834947,0.28150599834949,37.70451035216,-32.896576934712,399.93042389422,401.31932683934,0.00039141042046885,-0.00015273750531743,-0.00015273750531741,40.914637294959,5.3401961073078e-08,5.3401826578924e-08,40.914637241558
1.9983410441205e-05,1.3931944470719e-05,0.98946482461949,0.00037283717374118,1e-18,1e-18,-0.30509421582951,0.30509421582956,0.57793467691343,1e-18,1e-18,0.57793467691342,1e-18,1e-18,1e-18,-0.30509421582951,1e-18,0.57793467691342,1e-18,1e-18,0.57793467691342,0.30509421582957,1e-18,0.30509421582951,-0.30509421582956,1e-18,-0.3050942158295,0.30509421582956,-32.533336289684,6.3281412230663,399.92108604306,401.4966041108,0.00039958836268268,-0.00015608975287783,-0.00015608975287779,41.622060555616,2.1261211319778e-08,2.1262796967047e-08,41.622060534354
2.0252463192817e-05,1.5080835429048e-05,0.99488497195373,0.0003779196285775,1e-18,1e-18,-0.32097238557253,0.32097238557248,0.60552302827376,1e-18,1e-18,0.60552302827375,1e-18,1e-18,1e-18,-0.32097238557257,1e-18,0.60552302827369,1e-18,1e-18,0.60552302827369,0.32097238557253,1e-18,0.32097238557257,-0.32097238557252,1e-18,-0.32097238557253,0.32097238557249,-31.230654835928,57.16004253379,399.91454557406,401.62080308185,0.00040496725347142,-0.00015830250528169,-0.00015830250528177,42.07979923266,1.8005934250777e-08,1.8004755695151e-08,42.079799214655
2.0552463192817e-05,1.6428356108043e-05,1.0008096200468,0.00038359094311254,1e-18,1e-18,-0.33899991667986,0.33899991667983,0.63685875318855,1e-18,1e-18,0.63685875318855,1e-18,1e-18,1e-18,-0.33899991667987,1e-18,0.63685875318854,1e-18,1e-18,0.63685875318854,0.33899991667984,1e-18,0.33899991667987,-0.33899991667984,1e-18,-0.33899991667986,0.33899991667983,10.695793123351,1.1762523906224,399.90687349737,401.76652116288,0.00041096480617494,-0.00016077730302113,-0.00016077730302118,42.583014355405,1.8695035939988e-08,1.86942288904e-08,42.58301433671
