time,Ep_eff,eeq,k_r,rho_i,rho_m,strain_xx,stress_xx,tau_by_tauf,taup,w
0.05552005223586,0.054853911896465,0.056710571791012,141.54294189672,9589713.2498378,6201200.9136557,0.054024366929933,511.87086256025,1.0481206097958,21.342916162769,0.94743308277013
0.05802005223586,0.057399747079457,0.059266771299081,141.66611573468,9609733.8762828,6181807.3738274,0.056389177105222,512.42883047421,1.0477021289051,21.37905441861,0.94787882219587
0.06052005223586,0.059946182597641,0.061823418276075,141.8054858646,9627352.1293536,6163453.0222215,0.058748356281877,512.93281447474,1.047235654038,21.409074211503,0.94837046748949
0.06302005223586,0.062493258908197,0.064380583893156,141.99433306666,9643227.6949835,6145886.2378376,0.061101929533214,513.39090839341,1.0478456430513,21.453860792686,0.94768896966075
0.06552005223586,0.065040846779235,0.06693813789245,142.19100434764,9656930.4749816,6128885.1748458,0.063449914475545,513.79497366216,1.0477303678164,21.482636465263,0.94779656418814
0.06802005223586,0.067588697390687,0.069495918669517,142.40902168006,9669320.4407566,6112457.819054,0.06579232904753,514.15925066923,1.048280118348,21.51009755332,0.94717302491224
0.07052005223586,0.070136863699123,0.072054017883912,142.55405933785,9681417.3069644,6096462.7030786,0.068129198725828,514.50274386743,1.0478474940635,21.526523088506,0.94763310316936
0.07302005223586,0.072685464626866,0.074612594575521,142.61345272931,9693444.3198213,6080907.475412,0.070460552438233,514.83217846058,1.0474633558902,21.523920814492,0.94804651274505
0.07552005223586,0.075234646601919,0.077171781062849,142.6868995493,9705596.7320001,6065867.3311692,0.072786419180377,515.15425167312,1.0477198333778,21.533299865937,0.94775168514166
0.07802005223586,0.077784618383797,0.07973171436508,142.79713690758,9716872.2326171,6051686.1144344,0.075106826958814,515.45297825862,1.0475966351409,21.556308694312,0.94786759839875
0.08052005223586,0.080335408939271,0.082292488254701,142.83873974384,9727837.1282507,6038030.2415798,0.077421802527384,515.74204709366,1.0471404749459,21.561940499315,0.94835036728636
0.08302005223586,0.08288709954155,0.084854174647447,142.86130117987,9738585.8783168,6024926.2227936,0.079731372091835,516.02178815516,1.0474023778575,21.565224200246,0.948050559297
0.08552005223586,0.085439746187456,0.087416837324694,142.87321915468,9749124.0466266,6012244.3371032,0.082035561671613,516.29367927427,1.0473121475723,21.56709250025,0.94813586735054
0.08802005223586,0.087993418735995,0.089980543612741,142.86248861345,9759457.6257037,5999909.8630628,0.084334397339946,516.55770497507,1.0476386261251,21.565842907912,0.94777506817617
0.09052005223586,0.090548154492851,0.092545336596279,142.83875863622,9769694.5475939,5988106.9986405,0.086627904785493,516.81752204427,1.0478968994475,21.562639331249,0.94747886385948
0.09302005223586,0.093104000406555,0.095111287584317,142.80996506729,9779920.333581,5976733.1408528,0.088916108574164,517.07612088389,1.0481417512471,21.558777796319,0.94719554582853
0.09552005223586,0.09566109800436,0.097678465934438,142.85107887602,9789561.1214218,5965701.7226405,0.091199032575858,517.32198785192,1.0480973363437,21.573791993963,0.94723723248531
0.09802005223586,0.098219498286794,0.10024694822082,142.83865530489,9798809.2440928,5954919.661258,0.093476700620166,517.55896130124,1.0476332869285,21.573471744067,0.94772782393271
