time,Ep_eff,cstrain_1,cstrain_10,cstrain_11,cstrain_12,cstrain_13,cstrain_14,cstrain_15,cstrain_16,cstrain_17,cstrain_18,cstrain_19,cstrain_2,cstrain_20,cstrain_21,cstrain_22,cstrain_23,cstrain_24,cstrain_3,cstrain_4,cstrain_5,cstrain_6,cstrain_7,cstrain_8,cstrain_9,cstrainfrac1,cstrainfrac2,eeq,gstrain_1,gstrain_10,gstrain_11,gstrain_12,gstrain_13,gstrain_14,gstrain_15,gstrain_16,gstrain_17,gstrain_18,gstrain_19,gstrain_2,gstrain_20,gstrain_21,gstrain_22,gstrain_23,gstrain_24,gstrain_3,gstrain_4,gstrain_5,gstrain_6,gstrain_7,gstrain_8,gstrain_9,rho_i,rho_m,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39716411736214,4.0513881734587e-13,1.3547273759001e-13,1.3396207167221e-13,1.3396207167221e-13,1.3396207167221e-13,1.3547273759001e-13,1.3547273759001e-13,1.3547273759001e-13,1.3818947371487e-13,1.3818947371487e-13,1.3818947371487e-13,9.2637036761941e-14,1.3547273759001e-13,9.2637036761941e-14,9.2637036761941e-14,1.3396207167221e-13,1.3396207167221e-13,1.3396207167221e-13,1.3547273759001e-13,1.3818947371487e-13,1.3818947371487e-13,1.3818947371487e-13,9.2637036761941e-14,9.2637036761941e-14,9.2637036761941e-14,0.99999999708142,0.99999999287933,1.5344866400286e-06,3.2040557979352e-22,-5.0020266424727e-23,-5.7771376453817e-22,3.2243189549551e-22,-1.2740766058983e-22,-2.2137585333764e-23,7.9219796363003e-22,-3.7201691837054e-22,7.9132118018504e-22,7.6856672836835e-23,1.7653389805012e-22,-2.6914851448068e-23,3.4561500214712e-22,7.5220972087812e-23,-9.9412522313066e-24,5.9295506431194e-23,7.3723418522523e-22,-5.7260568054705e-22,4.3312035235257e-22,-6.290519392094e-22,2.4938238051975e-22,-4.2589872574288e-23,5.4223363352374e-23,-3.1480858365961e-23,15999999.999739,3999999.9999619,-4.6156236507359e-07,-4.1416302792472e-07,1.6795179410725e-06,-7.3868290304319e-09,-8.024123360704e-09,0.34420890620972,0.36981977882822
3.9716411736214,4.120208658424e-11,1.356370587272e-12,1.3413052037994e-12,1.3413052037994e-12,1.3413052037994e-12,1.356370587272e-12,1.356370587272e-12,1.356370587272e-12,1.3837780257243e-12,1.3837780257243e-12,1.3837780257243e-12,9.2745042607266e-13,1.356370587272e-12,9.2745042607266e-13,9.2745042607266e-13,1.3413052037994e-12,1.3413052037994e-12,1.3413052037994e-12,1.356370587272e-12,1.3837780257243e-12,1.3837780257243e-12,1.3837780257243e-12,9.2745042607266e-13,9.2745042607266e-13,9.2745042607266e-13,0.99999999662823,0.99999998933382,1.534379650439e-05,9.2263368033062e-21,3.6144534712971e-21,-5.0162181753622e-21,3.7983352412055e-21,-1.6808329433341e-20,-9.8584951817944e-21,4.7816053341852e-21,-9.572891817883e-21,2.6610446516908e-21,-5.4893877474687e-21,-4.579680086218e-21,4.7989640790363e-21,-4.4063917907456e-21,-6.7485061047791e-21,-1.1285506545522e-20,-6.3869634976492e-21,-1.2290025938309e-21,-1.1639713841422e-20,4.087161614926e-21,-7.6737074688918e-21,1.7231450507752e-21,1.7399128768364e-22,1.3495606963861e-21,-1.1917397731317e-21,15999999.983104,3999999.9961216,-4.6154593757815e-06,-4.141475630424e-06,1.6793709843308e-05,-7.3873333135638e-07,-8.0252378430253e-07,3.4420894645174,3.698169628631
39.716411736214,4.1642583586547e-09,1.3729984438242e-11,1.3583600860196e-11,1.3583600860196e-11,1.3583600860195e-11,1.3729984438244e-11,1.3729984438244e-11,1.3729984438241e-11,1.4028609667036e-11,1.4028609667035e-11,1.4028609667035e-11,9.3839631848854e-12,1.3729984438244e-11,9.3839631848854e-12,9.3839631848863e-12,1.3583600860197e-11,1.3583600860195e-11,1.3583600860196e-11,1.3729984438242e-11,1.4028609667035e-11,1.4028609667036e-11,1.4028609667036e-11,9.3839631848852e-12,9.383963184886e-12,9.3839631848855e-12,0.99999755789406,0.99998716750852,0.0001533311391964,1.1882216121546e-16,9.0414111876026e-17,-4.1202088924273e-17,2.3551640285364e-18,-5.2780949992939e-16,-3.1592821601872e-16,-2.7772489917342e-17,-1.7249490270901e-16,-1.1677752769193e-16,-9.4264158896515e-17,-1.5106958875218e-16,1.0659835053558e-16,-1.0842469674816e-16,-1.8654592087846e-16,-3.0894097323015e-16,-9.902456116612e-17,-1.437886798932e-16,-1.6428978151809e-16,-1.5817761273196e-17,-3.0513211703982e-17,4.4831835952993e-18,5.4098441523768e-19,2.7855407987099e-17,-5.9869256486514e-18,15999998.926087,3999999.6084581,-4.6138180442665e-05,-4.1399303496132e-05,0.00016779038274941,-7.4080190078346e-05,-8.0439878426963e-05,34.420932655872,36.978882035289
397.16411736214,2.3038653948845e-06,6.870535198006e-11,6.811413014762e-11,6.8114116488395e-11,6.8113081196046e-11,6.8713285832728e-11,6.8710975445429e-11,6.8704475287482e-11,7.0636630248881e-11,7.0636655495074e-11,7.0635238853293e-11,4.6890339587666e-11,6.8707782138345e-11,4.6890188994647e-11,4.6892762759727e-11,6.8118984394528e-11,6.8113498061448e-11,6.8114119487222e-11,6.870573376473e-11,7.0634841837722e-11,7.0635519889324e-11,7.063508018407e-11,4.6889572517866e-11,4.6890877473671e-11,4.6889831522362e-11,0.66718363247432,0.29959729698596,0.00057987821504653,3.1763211612006e-10,3.3650998546124e-10,-1.2269029627138e-10,7.0459334347912e-13,-3.5363841394097e-09,-1.9407194561073e-09,-9.4899485985531e-11,-9.0449745962183e-10,-6.9909233390434e-10,-2.8384323155986e-10,-5.7115527755979e-10,3.3447027136217e-10,-3.6092281097342e-10,-9.0953351801596e-10,-1.8237095067101e-09,-2.6869847722602e-10,-5.0286831574843e-10,-5.8449749964729e-10,-1.1561823353508e-10,4.3914421796256e-12,-1.2402511369831e-12,-6.9615220864121e-12,1.7914106353144e-10,8.4400849838156e-12,16001034.61745,4000197.6068565,-0.00017505701309222,-0.00015701592314546,0.00063393088632861,-0.0010533103158459,-0.0011422090468394,130.00065064856,139.64385065449
3971.6411736214,2.7158803422342e-05,6.8799734131762e-11,6.8261430348789e-11,6.8262371936862e-11,6.824589392762e-11,6.8898895582219e-11,6.8880576753344e-11,6.878610290646e-11,7.0602811916601e-11,7.0597878597684e-11,7.0583321636983e-11,4.7246098642851e-11,6.8832170947145e-11,4.7245715356745e-11,4.7282148734642e-11,6.8330304080717e-11,6.8252782224403e-11,6.8266172921719e-11,6.8800651195419e-11,7.0575540205416e-11,7.0583740228589e-11,7.0580282591032e-11,4.723495725612e-11,4.7254111211693e-11,4.7238868504972e-11,0.67609372193551,0.28326241870976,0.00060499804704289,2.3675771492859e-10,1.9294455640621e-10,-4.2142139849758e-11,-1.0869774894696e-11,-1.9248042826684e-09,-1.2076236276436e-09,-8.6008812969053e-11,-6.0056558639674e-10,-4.1218537151387e-10,-2.4007537721016e-10,-4.3751191862895e-10,2.5483290480657e-10,-3.0426387682175e-10,-6.1437318034454e-10,-1.122585753588e-09,-2.304391379116e-10,-4.6268176134973e-10,-2.8074518731511e-10,-7.7534543947726e-11,-3.0464015300598e-11,-1.9809185506802e-11,-1.0638284068357e-11,1.0321878305311e-10,1.16913629967e-11,16012091.027228,4002347.2690593,-0.00018561979695749,-0.00016623025616132,0.00065915383916429,-0.0013560256296595,-0.0013948408928359,130.001037163,139.83010623982
39716.411736214,0.00016849243975664,6.9093344474493e-11,6.8678618843373e-11,6.8686446980905e-11,6.8578362105744e-11,6.9628679428836e-11,6.9503772100493e-11,6.9010545614014e-11,7.0577835474558e-11,7.0506594723464e-11,7.0484912693722e-11,4.8269729497442e-11,6.9273148104874e-11,4.8282391321134e-11,4.8482466421081e-11,6.9016761469153e-11,6.8638692444716e-11,6.8772678498978e-11,6.9075085686612e-11,7.0408825445094e-11,7.0464284309023e-11,7.0457099708225e-11,4.8204514933431e-11,4.8322807635815e-11,4.8219016337386e-11,0.72546390397172,0.26355282536249,0.00074735887631846,1.2047595872808e-10,5.2241298375911e-11,1.0144974983369e-11,2.1419643234442e-12,-8.5468889223976e-10,-4.7751100365472e-10,-6.4980503877872e-11,-2.8278007041832e-10,-1.7534110185776e-10,-1.6614906469893e-10,-2.619452977115e-10,1.7811148869117e-10,-1.8577606336886e-10,-3.2142222260743e-10,-4.8162780887541e-10,-1.910500729483e-10,-3.1345857168347e-10,-9.9995304712466e-11,-3.1740968480077e-11,-5.6957242274125e-11,-3.9050073332336e-11,-1.9720012886129e-11,4.1409370960793e-11,7.1531381319634e-12,16067670.474121,4012839.7750547,-0.00023635615335978,-0.00021214388461446,0.00081064313363842,-0.001762887051447,-0.0020291265586872,130.00194242278,140.24954854471
77992.629641979,0.00027974786914674,6.9274478243039e-11,6.8912637351438e-11,6.8924516455206e-11,6.8743100451241e-11,7.0166165103098e-11,6.9901929788039e-11,6.9137967570082e-11,7.0470229995636e-11,7.0341977862666e-11,7.0333907255682e-11,4.8585162341081e-11,6.9575473216397e-11,4.8620660639258e-11,4.8947160921084e-11,6.941428245681e-11,6.8866061905743e-11,6.9101723638194e-11,6.9235311414037e-11,7.0186032407632e-11,7.030278155352e-11,7.0286614056851e-11,4.8487228264808e-11,4.86944135763e-11,4.8494341021563e-11,0.74870089048199,0.27433994971881,0.00086022962304573,9.0532515703688e-11,3.5455650756798e-11,1.5556369200191e-11,1.2258191327029e-11,-6.4792873133383e-10,-3.5046652116971e-10,-6.0758564492616e-11,-2.2136635039038e-10,-1.3944221897816e-10,-1.4233818887022e-10,-2.0367445907435e-10,1.4554136017318e-10,-1.5730286531124e-10,-2.5124965890678e-10,-3.6378319395667e-10,-1.6340188546798e-10,-2.5212713372159e-10,-7.0559135799449e-11,-2.4894602774914e-11,-6.6690109856838e-11,-4.5274128097292e-11,-2.7468740674748e-11,3.675323138487e-11,1.0480051309039e-11,16106833.27698,4019881.7116104,-0.00027123895078711,-0.00024339539912378,0.00093578776678951,-0.0025215120693625,-0.0031669310897821,130.00321524051,140.26232702778
119471.66791823,0.00038665965813538,6.9372940315416e-11,6.9102654183274e-11,6.9129257358247e-11,6.8858377607259e-11,7.0683759979614e-11,7.0244994553661e-11,6.9165682906366e-11,7.036346708473e-11,7.0170455274278e-11,7.0175419161374e-11,4.8719965003644e-11,6.9822159481382e-11,4.8786229586334e-11,4.9245325988236e-11,6.9788975150732e-11,6.9059035931463e-11,6.9405783952899e-11,6.9298139023579e-11,6.99342420024e-11,7.0152403664681e-11,7.0115194038429e-11,4.8589614540806e-11,4.89092324566e-11,4.8572275827372e-11,0.76717227906049,0.29081947247394,0.00096934748934063,7.3343847394249e-11,3.2411124182513e-11,1.6304253357148e-11,2.012839523861e-11,-5.1570341040871e-10,-2.7911080284461e-10,-5.3691577598318e-11,-1.8405292362323e-10,-1.1492428035704e-10,-1.2263651794434e-10,-1.6477495167184e-10,1.2223720011599e-10,-1.3904669456734e-10,-2.0395667414242e-10,-2.9861537008518e-10,-1.3488793974034e-10,-2.0610714799696e-10,-5.3237307274509e-11,-1.9873127462441e-11,-7.3284733512519e-11,-5.0598557700147e-11,-3.210751338468e-11,3.5527626958959e-11,1.3961938511343e-11,16142304.466726,4026064.6838245,-0.00030250010618373,-0.00027091890209892,0.0010586525282314,0.0048345855491116,0.0045863324346605,129.99173909469,140.14995368876
158865.0416019,0.00048135482438472,6.935222474502e-11,6.9157787637869e-11,6.9200092144261e-11,6.887270590191e-11,7.0918534975799e-11,7.0380303701563e-11,6.9093249999575e-11,7.032340650164e-11,7.0093733878426e-11,7.0101693241018e-11,4.8755799242522e-11,6.9898092524787e-11,4.8839538718196e-11,4.9369786985085e-11,6.9963990920232e-11,6.9118921188379e-11,6.9530607060026e-11,6.924781892363e-11,6.9799419004005e-11,7.0093954969572e-11,7.0040145971201e-11,4.8603979449262e-11,4.8997344371792e-11,4.8566190972864e-11,0.77506816960912,0.30043292466664,0.0010665847554519,6.8062002441833e-11,3.2137708839474e-11,1.5743549625263e-11,2.3853673785127e-11,-4.6224424058653e-10,-2.5170856503001e-10,-4.9028684169725e-11,-1.6767320034844e-10,-1.0239630777179e-10,-1.1271565206136e-10,-1.4854182341334e-10,1.1397311358064e-10,-1.3129792129663e-10,-1.8531230254729e-10,-2.747959441856e-10,-1.2142344050756e-10,-1.8606879438601e-10,-4.6461672930108e-11,-1.7401845407536e-11,-7.5418680831305e-11,-5.2927082640686e-11,-3.3044532209595e-11,3.5973684731682e-11,1.5773088522468e-11,16172478.828618,4031213.3063553,-0.00032897721792271,-0.00029389817466462,0.0011690126900259,-0.0019543851860952,-0.0020958207045915,129.99997197632,140.04099709261
